text,intent,slot
"uh, pause the song real quick.",pause_music,
"actually, reboot the pc right now",restart_pc,
"um, locate report.md now",search_file,report.md
quickly open project MarketShield followed by run npm test thanks,multi_intent,MarketShield;npm test
can you run git push thanks,run_command,git push
"ok, locate invoice.md now!",search_file,invoice.md
can you shut down Telegram when you can for today's assignment,close_app,Telegram
kindly start playing music,play_music,
hey make it louder when you can for today's assignment.,volume_up,
pls increase volume lol.,volume_up,
bro show clipboard history real quick,clipboard_history,
can you silence it real quick,mute,
"so, move todo_list.json to desktop lol.",move_file,todo_list.json
please load project MarketShield thanks.,open_project,MarketShield
"uh, run command git status for me",run_command,git status
"okay, take a screenshot asap",take_screenshot,
yo copy license.pdf lol,copy_file,LICENSE.pdf
hey remove folder work thanks,delete_folder,Work
duplicate index.json now,copy_file,index.json
can you create a folder named downloads when you can,create_folder,Downloads
PLZ PULL UP ASSIGNMENT2.TXT NOW FOR THE DBMS LAB!,search_file,assignment2.txt
can you delete invoice_2026.py please so I can browse,delete_file,invoice_2026.py
plz rename the Backup folder for me it's lagging.,rename_folder,Backup
"okay, find resume_final.json, open it thanks",multi_intent,resume_final.json
quickly make a folder called pictures lol,create_folder,Pictures
could you brightness down lol,brightness_down,
plz start project neoscore thanks!,open_project,NeoScore
please execute git fetch...,run_command,git fetch
heY make a coPy OF asSIGNMENT1.js rEaL quiCK For tODAy's woRk,copy_file,assignment1.js
"um, open my Chat App project before the meeting",open_project,Chat App
hey log me out ty.,logout,
can you delete notes_final.docx for me??,delete_file,notes_final.docx
bro I need a new folder called DBMS for me.,create_folder,DBMS
plz shutdown followed by close Chrome if possible??,multi_intent,Chrome
kindly open google.com ty,open_url,google.com
can you rename index.docx right now!,rename_file,index.docx
can you move final_report.xlsx when you can??,move_file,final_report.xlsx
can you open the Todo App project.,open_project,Todo App
"okay, make a copy of resume.docx asap",copy_file,resume.docx
bro duplicate resume_final.txt please.,copy_file,resume_final.txt
KINDLY RENaME TeST_cASES.jS To nEWNAMe now!!,rename_file,test_cases.js
"so, pause the song ty",pause_music,
WOULD YOU GET RID OF THE FILE PRESENTATION_DRAFT.TXT LOL,delete_file,presentation_draft.txt
could you search for notes.md if possible,search_file,notes.md
would you set up a folder for Notes,create_folder,Notes
"Uh, EmPTy thE ReCYclE Bin NOw.",empty_recycle_bin,
kindly pause music because i need gmail,pause_music,
can you open Snipping Tool and then run npm install right now,multi_intent,Snipping Tool;npm install
CaN YOU RUN doCker COMpose up ty,run_command,docker compose up
would you make a copy of resume_final.md for me!!,copy_file,resume_final.md
hey open my MarketShield project lol,open_project,MarketShield
yo get rid of the file project_proposal real quick,delete_file,project_proposal
"ok, rename the Screenshots folder lol for today's assignment.",rename_folder,Screenshots
quickly shutdown followed by close VS Code right now,multi_intent,VS Code
silence it,mute,
quickly execute git status real quick.,run_command,git status
"actually, delete folder Documents for me.",delete_folder,Documents
"so, create directory OS now.",create_folder,OS
could you look up best laptops 2026 right now,search_web,best laptops 2026
"actually, I'm learning NeoScore right now asap...",general_chat,
can you find invoice.json for me.,search_file,invoice.json
"uh, move invoice_2026.pdf to Desktop",move_file,invoice_2026.pdf
pls open Expense Tracker.,open_project,Expense Tracker
hey skip this song if possible,next_song,
"ok, rename the resume folder now.",rename_folder,Resume
pls tell me about the discord project if possible.,general_chat,
quickly volume down now,volume_down,
"Ok, LoG Me OUT tHAnks!",logout,
can you delete main.txt now,delete_file,main.txt
QUICKLY LOCK IT.,lock_pc,
PLZ TERMINATE INTELLIJ...,close_app,IntelliJ
"uh, rename invoice.docx to newname",rename_file,invoice.docx
"PLEASE HEY, PULL UP CHROME THANKS.",open_app,Chrome
"ok, open my Chat App project",open_project,Chat App
"ok, copy notes.pdf",copy_file,notes.pdf
"so, play the last song for me",previous_song,
WOULD YOU REMOVE OS_LAB.PDF RIGHT NOW!!,delete_file,os_lab.pdf
bro start playing music right now.,play_music,
COULD YOU LOCATE APP.PDF,search_file,app.pdf
would you where is README.md real quick!,search_file,README.md
hey make folder Music right now!,create_folder,Music
"uh, rename lab_manual.json to newname if possible",rename_file,lab_manual.json
"so, I like Lightroom",general_chat,
"ok, open chatgpt.com",open_url,chatgpt.com
would you move summary.css to desktop!,move_file,summary.css
COULD YOU REMOVE FOLDER FAMILY,delete_folder,Family
"ok, make a folder called Archive ty",create_folder,Archive
pls let's work on Calculator App thanks,open_project,Calculator App
bro hmmmm for today's assignment.,unknown,
quickly lorem ipsum for me.,unknown,
cAN YoU RenamE stYLE.Txt plEase,rename_file,style.txt
quickly find file notes_final.json!,search_file,notes_final.json
remove assignment2.css real quick!!,delete_file,assignment2.css
please shut down file explorerer right now,close_app,File Explorer
lower the brightness for me!!,brightness_down,
yo create directory Portfolio right now,create_folder,Portfolio
"ok, rename folder Family ty!",rename_folder,Family
"um, xyzxyz when you can i forgot where it is",unknown,
can you find notes.pdf for me asap,search_file,notes.pdf
would you open weather app thanks.,open_project,Weather App
find project_proposal.json before open it now,multi_intent,project_proposal.json
"um, log out of this account lol??",logout,
yo reboot the pc right now it's lagging,restart_pc,
"ok, go to sleep when you can I forgot where it is.",sleep_pc,
YO SEARCH THE WEB FOR PYTHON VS JAVASCRIPT WHEN YOU CAN...,search_web,python vs javascript
yo remove resume_latest.css if possible!!,delete_file,resume_latest.css
"ok, set up a folder for Photos real quick for today's work!",create_folder,Photos
can you launch minecraft launcher for me when you can!,open_app,Minecraft Launcher
can you find resume_final.css for me lol.,search_file,resume_final.css
can you create a folder named Backup real quick.,create_folder,Backup
"actually, I like Blog Site if possible",general_chat,
can you rename the images folder when you can so i can browse,rename_folder,Images
bro copy invoice_2026.py if possible,copy_file,invoice_2026.py
would you run command pip install,run_command,pip install
hey run git checkout main and run git add . real quick.,multi_intent,git checkout main;git add .
"so, make the screen brighter",brightness_up,
pull up HackArena project please.,open_project,HackArena
"uh, open my CareBridgeAI project for me.",open_project,CareBridgeAI
"okay, close Word followed by open Brave please",multi_intent,Word;Brave
"okay, rename folder Downloads lol.",rename_folder,Downloads
"um, run command npm start ty",run_command,npm start
can you trash the OS folder ty,delete_folder,OS
hey next song when you can.,next_song,
"um, qwerty if possible",unknown,
kindly capture the screen.,take_screenshot,
turn off my computer I need it urgently.,shutdown_pc,
CAN YOU START PLAYING MUSIC WHEN YOU CAN I NEED IT URGENTLY,play_music,
BRO SKIP THIS SONG PLEASE!!,next_song,
hey visit github.com for today's work...,open_url,github.com
can you move config.xlsx for today's work,move_file,config.xlsx
"uh, my project control panel is going well thanks",general_chat,
"so, lock the screen so I can browse",lock_pc,
"actually, duplicate notes_final.js please for today's work",copy_file,notes_final.js
can you log me out thanks.,logout,
show clipboard history asap!,clipboard_history,
could you what did i copy earlier ty i need it urgently,clipboard_history,
quickly rename budget.pdf to newname for me!,rename_file,budget.pdf
"so, lock the screen lol because i need gmail.",lock_pc,
"actually, lock it thanks",lock_pc,
can you unpause it now for the DBMS lab,resume_music,
yo brightness down please,brightness_down,
plz rename the Games folder,rename_folder,Games
could you I really like using IEEE Paper.,general_chat,
HEY RENAME INVOICE.CSS TO NEWNAME NOW,rename_file,invoice.css
would you turn the volume up now,volume_up,
"so, quit notepad asap",close_app,Notepad
can you create a folder named Semester4 lol,create_folder,Semester4
please run git clone and then run npm start if possible,multi_intent,git clone;npm start
"uh, shut down the pc ty",shutdown_pc,
COULD YOU GET RID OF THE FILE INVOICE.,delete_file,invoice
bro increase brightness when you can,brightness_up,
quickly new folder Pictures thanks,create_folder,Pictures
"so, lower the brightness for me",brightness_down,
plz logout now,logout,
kindly unmute it thanks,unmute,
can you pause it for me!,pause_music,
"um, delete folder vacation asap",delete_folder,Vacation
yo next song.,next_song,
"ok, take me to github.com now",open_url,github.com
plz start playing music for me,play_music,
plz start command pip install now,run_command,pip install
BRO RENAME FOLDER AI!!,rename_folder,AI
would you I need to change a setting lol,open_settings,
bro rename folder Work,rename_folder,Work
kindly create folder Photos lol,create_folder,Photos
please explain recursion to me right now,general_chat,
pls lock now lol,lock_pc,
"uh, duplicate shopping_list.xlsx thanks for the DBMS lab.",copy_file,shopping_list.xlsx
plz create directory Notes now!,create_folder,Notes
yo turn the volume up because i need gmail,volume_up,
bro lower the brightness,brightness_down,
hey turn off sound please,mute,
could you get rid of calculator!!,close_app,Calculator
would you dim the screen if possible.,brightness_down,
"actually, unmute it lol",unmute,
hey shut File Explorer off when you can...,close_app,File Explorer
"bro hey, pull up Atom lol!",open_app,Atom
"ok, look up next.js tutorial",search_web,next.js tutorial
"ok, start command cargo run right now so I can browse",run_command,cargo run
"okay, open my Recipe App project lol before the meeting",open_project,Recipe App
"ACTUALLY, NEXT SONG",next_song,
can you delete package.xlsx now!,delete_file,package.xlsx
kindly rename folder Semester4 for me,rename_folder,Semester4
plz copy todo_list.py when you can,copy_file,todo_list.py
can you move os_lab.xlsx for me,move_file,os_lab.xlsx
open google.com lol,open_url,google.com
"actually, open Epic Games and open Battle.net if possible",multi_intent,Epic Games;Battle.net
"ok, lock now real quick",lock_pc,
can you google best laptops 2026 lol,search_web,best laptops 2026
kindly shutdown!!,shutdown_pc,
yo run npm start and then run pip install thanks.,multi_intent,npm start;pip install
heY i USED To Use fIle eXpLOrer A LOt ReAL qUiCk!,general_chat,
"so, remove assignment2.css right now.",delete_file,assignment2.css
"okay, open file report.txt ty",search_file,report.txt
could you find main.txt and open it,multi_intent,main.txt
"uh, start command git checkout main when you can!",run_command,git checkout main
"actually, what do you think of Terminal now",general_chat,
plz delete folder Resume if possible for today's work,delete_folder,Resume
bro pull up todo.md if possible.,search_file,todo.md
could you remove folder videos please.,delete_folder,Videos
can you unmute ty.,unmute,
please dim the screen thanks,brightness_down,
hey power off I forgot where it is,shutdown_pc,
hey copy cover_letter.docx please!!,copy_file,cover_letter.docx
open WhatsApp please real quick.,open_app,WhatsApp
"ok, play a song!!",play_music,
"um, shutdown now for me!!",shutdown_pc,
"so, open Task Manager, open Brave real quick",multi_intent,Task Manager;Brave
can you move package.js please,move_file,package.js
yo find file main.md right now.,search_file,main.md
would you Calculator isn't opening for some reason thanks,general_chat,
"so, load Illustrator when you can I forgot where it is.",open_app,Illustrator
hey put the pc to sleep asap i forgot where it is,sleep_pc,
would you turn off sound when you can??,mute,
kindly open pycharm for me.,open_app,PyCharm
yo pull up cover_letter.docx,search_file,cover_letter.docx
yo open my summaize project for me,open_project,SummAize
"um, copy invoice.py thanks.",copy_file,invoice.py
kindly rename the Projects folder please,rename_folder,Projects
"so, trash the semester4 folder if possible...",delete_folder,Semester4
bro empty the recycle bin lol,empty_recycle_bin,
can you move resume_final.json please.,move_file,resume_final.json
please google python vs javascript lol!,search_web,python vs javascript
can you silence it,mute,
could you restart now,restart_pc,
can you new folder Resume please,create_folder,Resume
"um, rename assignment1.txt to newname for me so I can browse",rename_file,assignment1.txt
lock my pc,lock_pc,
please quit Terminal now.,close_app,Terminal
"actually, locate resume_latest.pdf??",search_file,resume_latest.pdf
yo find file todo_list,search_file,todo_list
quickly volume down asap,volume_down,
"ok, rename the file utils.html ty??",rename_file,utils.html
please continue playing before the meeting...,resume_music,
brightness up,brightness_up,
plz have you used battle.net before thanks,general_chat,
can you launch android studio for me lol,open_app,Android Studio
"OK, PLAY THE NEXT TRACK!",next_song,
"uh, get rid of the School folder please!!",delete_folder,School
"um, rename the Images folder.",rename_folder,Images
kindly move todo_list.json to Desktop when you can??,move_file,todo_list.json
yo delete folder School now,delete_folder,School
"actually, clear trash please",empty_recycle_bin,
PLEASE SEARCH FOR PYTHON VS JAVASCRIPT LOL I NEED IT URGENTLY,search_web,python vs javascript
quickly rename folder Pictures thanks.,rename_folder,Pictures
can you create a folder named Vacation!,create_folder,Vacation
yo new folder Pictures real quick!,create_folder,Pictures
please search for weather bengaluru asap.,search_web,weather bengaluru
kindly remove script.css when you can,delete_file,script.css
"actually, rename test_cases.xlsx to newname right now...",rename_file,test_cases.xlsx
"uh, delete index.css!",delete_file,index.css
can you create a folder named Videos right now,create_folder,Videos
"uh, silence it for me",mute,
"actually, empty the recycle bin asap",empty_recycle_bin,
plz launch project weather app thanks,open_project,Weather App
run git clone before run git clone lol,multi_intent,git clone;git clone
quickly get rid of the file utils.xlsx right now!!,delete_file,utils.xlsx
COULD YOU SHUT DOWN CHROME CANARY.,close_app,Chrome Canary
find report.pptx real quick,search_file,report.pptx
would you look up cheap flights to goa for me,search_web,cheap flights to goa
"ok, DelEtE NoTes.XlSx ThANKs",delete_file,notes.xlsx
pls make a copy of dbms_notes.css lol!,copy_file,dbms_notes.css
"um, show clipboard history real quick!",clipboard_history,
"OKAY, PLAY MUSIC.",play_music,
"actually, I really like using Chat App for me",general_chat,
make the screen brighter if possible,brightness_up,
"ok, run pip freeze when you can",run_command,pip freeze
quickly make a copy of invoice.pdf I forgot where it is!,copy_file,invoice.pdf
"okay, run git fetch after run git commit for me!",multi_intent,git fetch;git commit
KINDLY DIM THE SCREEN RIGHT NOW,brightness_down,
yo execute command python main.py right now,run_command,python main.py
"can you open Task Manager, open IntelliJ",multi_intent,Task Manager;IntelliJ
delete folder screenshots when you can...,delete_folder,Screenshots
could you run git checkout main and then run code .,multi_intent,git checkout main;code .
would you set up a folder for os,create_folder,OS
bro load Illustrator when you can,open_app,Illustrator
"so, open Word before open Snipping Tool if possible",multi_intent,Word;Snipping Tool
can you move cover_letter.py when you can,move_file,cover_letter.py
could you get rid of the Notes folder lol,delete_folder,Notes
"um, make folder Assignments right now",create_folder,Assignments
go to gmail.com real quick...,open_url,gmail.com
please quit windows media player lol,close_app,Windows Media Player
"AcTuaLlY, pAUse tHe SONG i nEEd iT URgentLy",pause_music,
would you log out of this account asap,logout,
plz power off right now for today's assignment,shutdown_pc,
"okay, Visual Studio Code uses too much RAM for me",general_chat,
"KINDLY SHUTDOWN, CLOSE PYCHARM NOW.",multi_intent,PyCharm
"actually, open Control Panel ty I forgot where it is",open_app,Control Panel
QUICKLY OPEN SKYPE,open_app,Skype
kindly mute when you can for today's work,mute,
"ok, open project Aquina then run conda activate ty.",multi_intent,Aquina;conda activate
"aCtUaLLy, unMuTE It lOL.",unmute,
"okay, shutdown now.",shutdown_pc,
"UM, stOP mINeCrafT LaUNCheR PleAse.",close_app,Minecraft Launcher
can you sleep mode for me,sleep_pc,
hey remove folder Work for me.,delete_folder,Work
open Brave please asap,open_app,Brave
would you put the pc to sleep it's lagging,sleep_pc,
"so, shutdown now right now",shutdown_pc,
INCREASE BRIGHTNESS.,brightness_up,
pls open Spotify when you can,open_app,Spotify
pls open leetcode.com right now.,open_url,leetcode.com
quickly go to linkedin.com thanks i need it urgently...,open_url,linkedin.com
plz boot slack for me,open_app,Slack
would you pause it when you can!!,pause_music,
"okay, start command git status for me!",run_command,git status
"okay, log me out if possible.",logout,
would you search for config.html.,search_file,config.html
"ok, open the site gmail.com asap",open_url,gmail.com
plz find timetable.json and open it real quick!,multi_intent,timetable.json
could you brightness down now,brightness_down,
"actually, copy final_report.docx",copy_file,final_report.docx
kindly search for next.js tutorial for me,search_web,next.js tutorial
please lock my pc lol,lock_pc,
kindly trash the Semester4 folder lol.,delete_folder,Semester4
GOOGLE DOCS IS CONFUSING REAL QUICK.,general_chat,
"um, random text right now.",unknown,
could you rename todo_list.js to newname asap I forgot where it is,rename_file,todo_list.js
can you rename folder games for me,rename_folder,Games
bro brightness down please,brightness_down,
"actually, previous song thanks",previous_song,
can you rename notes_final.pdf if possible!!,rename_file,notes_final.pdf
plz search for cheap flights to goa,search_web,cheap flights to goa
would you power off thanks,shutdown_pc,
could you please open PowerPoint now I forgot where it is,open_app,PowerPoint
can you create a folder named DBMS ty!,create_folder,DBMS
"HEY OPEN FILE EXPLORER, OPEN TASK MANAGER ASAP.",multi_intent,File Explorer;Task Manager
"OK, OPEN FLASK API.",open_project,Flask API
yo move script.js to Desktop right now.,move_file,script.js
"actually, next song!!",next_song,
"um, lock the screen",lock_pc,
"actually, make it quieter real quick...",volume_down,
"ok, locate requirements.js please",search_file,requirements.js
"um, brightness up now",brightness_up,
yo close down Snipping Tool now,close_app,Snipping Tool
open the site gmail.com,open_url,gmail.com
"uh, lower the brightness if possible I forgot where it is",brightness_down,
bro locate project_proposal.html ty,search_file,project_proposal.html
"so, pull up Resume Website project right now",open_project,Resume Website
"ok, exit Teams now",close_app,Teams
"uh, move meeting_notes.md to another folder??",move_file,meeting_notes.md
can you delete assignment1.css,delete_file,assignment1.css
can you open the ridewise project now,open_project,RideWise
CAN YOU RUN CROWM LOL.,open_app,Chrome
"okay, resume music if possible",resume_music,
"OKAY, TURN THE VOLUME DOWN BEFORE THE MEETING",volume_down,
"uh, brightness down lol",brightness_down,
pls open my react app project ty!,open_project,React App
"actually, get rid of the backup folder lol.",delete_folder,Backup
would you trash the desktop folder asap.,delete_folder,Desktop
"so, search for weather bengaluru.",search_web,weather bengaluru
kindly look up how to center a div real quick,search_web,how to center a div
KIndlY uNMUTE It,unmute,
"uh, rename the file invoice.pptx lol.",rename_file,invoice.pptx
"actually, look for package when you can.",search_file,package
can you rename the Archive folder thanks.,rename_folder,Archive
"so, banana potato",unknown,
pls play the next track right now.,next_song,
kindly open Flask API ty,open_project,Flask API
"um, do we have a file called main.py for me",search_file,main.py
"so, copy invoice_2026.json asap.",copy_file,invoice_2026.json
"actually, turn sound back on",unmute,
please move final_report.md to another folder when you can.,move_file,final_report.md
"actually, run command code ..",run_command,code .
"uh, trash style.json real quick",delete_file,style.json
"okay, do we have a file called todo.css for me!",search_file,todo.css
"okay, put the pc to sleep when you can I forgot where it is.",sleep_pc,
could you play music ty,play_music,
"so, visit chatgpt.com now",open_url,chatgpt.com
can you get rid of the games folder??,delete_folder,Games
"OK, SHUTDOWN AND CLOSE CHROME BETA RIGHT NOW!!",multi_intent,Chrome Beta
WOULD YOU OPEN FILE REPORT.TXT NOW,search_file,report.txt
bro kill sublime text ty!!,close_app,Sublime Text
quickly go to gmail.com please.,open_url,gmail.com
bro silence it real quick??,mute,
pls copy LICENSE.json asap,copy_file,LICENSE.json
unpause it lol,resume_music,
KINDLY BOOT PYCHARM ASAP,open_app,PyCharm
"ok, rename shopping_list.md to newname lol...",rename_file,shopping_list.md
"so, I need Figma shut down now",close_app,Figma
"ok, copy LICENSE.pdf asap.",copy_file,LICENSE.pdf
can you boot Telegram lol??,open_app,Telegram
can you create a folder named documents thanks,create_folder,Documents
please turn off sound right now,mute,
pls shutdown before close Steam.,multi_intent,Steam
please visit stackoverflow.com when you can,open_url,stackoverflow.com
hey search for python vs javascript now!!,search_web,python vs javascript
copy index.html thanks it's lagging,copy_file,index.html
volume down,volume_down,
"so, log me out right now.",logout,
yo start Steam,open_app,Steam
would you have you used Blog Site before when you can.,general_chat,
"ok, play music right now",play_music,
"ok, viSiT giThUB.Com",open_url,github.com
hey rename the file ppt_final.docx asap,rename_file,ppt_final.docx
"um, resume music",resume_music,
"uh, start project finskin please.",open_project,FinSkin
please play a song thanks for today's work...,play_music,
"so, go to leetcode.com...",open_url,leetcode.com
pls make a folder called Family real quick,create_folder,Family
yo rename resume.html to newname real quick,rename_file,resume.html
"actually, banana potato thanks",unknown,
yo move resume_final.txt to Desktop ty.,move_file,resume_final.txt
please quit Terminal lol I need it urgently,close_app,Terminal
can you move package.js ty,move_file,package.js
open settings when you can,open_settings,
CAN YOu fiNd app For ME PLeAsE I nEEd IT uRgeNtlY,search_file,app
would you open clipboard manager now,clipboard_history,
"uh, unpause it.",resume_music,
"um, play the last song now",previous_song,
please show clipboard history now,clipboard_history,
plz rename folder Pictures now,rename_folder,Pictures
"so, move presentation_draft.css to another folder lol",move_file,presentation_draft.css
would you rename folder Semester4 asap!!,rename_folder,Semester4
kindly brightness up ty,brightness_up,
please launch project Expense Tracker!,open_project,Expense Tracker
"uH, SHUt DOWn visual StudIo cODE NOw i FoRgoT WHeRe It is",close_app,Visual Studio Code
plz start project Weather App.,open_project,Weather App
can you unmute ty,unmute,
"uh, show clipboard history ty for today's assignment",clipboard_history,
plz restart for me!!,restart_pc,
"um, get rid of the Assignments folder lol.",delete_folder,Assignments
"okay, restart asap...",restart_pc,
plz make folder Assignments for me!,create_folder,Assignments
KINDLY RENAME THE FILE RESUME NOW!!,rename_file,resume
please launch project ridewise when you can,open_project,RideWise
kindly log out of this account asap,logout,
"okay, take me to gmail.com real quick!!",open_url,gmail.com
would you new folder Notes!,create_folder,Notes
pls end powershell if possible,close_app,PowerShell
"uh, search for weather bengaluru for the dbms lab...",search_web,weather bengaluru
"okay, create folder python if possible",create_folder,Python
hey what did i copy earlier when you can,clipboard_history,
kindly switch to my ecowave project ty!!,open_project,EcoWave
"ok, show clipboard history asap??",clipboard_history,
pls what did I copy earlier now for the DBMS lab...,clipboard_history,
please increase volume lol,volume_up,
plz stop PyCharm lol...,close_app,PyCharm
bro open system settings if possible before the meeting!!,open_settings,
"can you launch Chrome Canary, launch Google Chrome",multi_intent,Chrome Canary;Google Chrome
plz quit Notepad ty,close_app,Notepad
could you trash the Notes folder ty.,delete_folder,Notes
hey sleep now asap.,sleep_pc,
could you create folder Screenshots and then open it,multi_intent,Screenshots
"ok, show clipboard history please!!",clipboard_history,
can you create a folder named Documents if possible,create_folder,Documents
"actually, google best laptops 2026!!",search_web,best laptops 2026
can you rename cover_letter.py now,rename_file,cover_letter.py
"uh, look up python vs javascript...",search_web,python vs javascript
"so, open the site github.com ty!",open_url,github.com
"ok, tell me about the Portfolio project!",general_chat,
"uh, copy config.js",copy_file,config.js
"so, trash the Photos folder ty",delete_folder,Photos
"um, rename the videos folder right now",rename_folder,Videos
heY seARCH For fInAl_rePORt.CsS FOr ME...,search_file,final_report.css
"actually, delete folder Backup for me!",delete_folder,Backup
"so, empty trash asap",empty_recycle_bin,
quickly tell me a joke asap!,general_chat,
quickly play the next track lol,next_song,
can you move config.xlsx asap.,move_file,config.xlsx
can you move dockerfile.pptx for me,move_file,Dockerfile.pptx
can you pull up requirements lol...,search_file,requirements
pls duplicate config.py for me for today's work,copy_file,config.py
"ok, clear trash ty.",empty_recycle_bin,
plz make a copy of notes.py,copy_file,notes.py
quickly trash resume_latest.css asap,delete_file,resume_latest.css
pls rename the file resume.txt for me,rename_file,resume.txt
bro skip this song??,next_song,
can you delete folder family!!,delete_folder,Family
would you delete folder internship please,delete_folder,Internship
Can you RENaMe resuME_fINal.hTml.,rename_file,resume_final.html
"OKAY, SEARCH FOR NEXT.JS TUTORIAL IF POSSIBLE.",search_web,next.js tutorial
rename the College folder now!,rename_folder,College
"actually, get rid of the Notes folder when you can for today's assignment",delete_folder,Notes
could you remove final_report if possible??,delete_file,final_report
pls unpause it lol,resume_music,
quickly copy cover_letter.pptx ty,copy_file,cover_letter.pptx
"uh, shutdown and then close Battle.net lol",multi_intent,Battle.net
"UM, DELETE LAB_MANUAL.PDF IF POSSIBLE.",delete_file,lab_manual.pdf
bro take me to chatgpt.com ty.,open_url,chatgpt.com
"so, move summary.txt to Desktop!",move_file,summary.txt
can you create a folder named semester4 real quick.,create_folder,Semester4
plz rename folder assignments ty for today's assignment...,rename_folder,Assignments
can you rename os_lab.docx to newname when you can...,rename_file,os_lab.docx
plz mute.,mute,
can you let's work on budget tracker real quick,open_project,Budget Tracker
pls I need a new folder called OS lol,create_folder,OS
can you explain IEEE Paper thanks!,general_chat,
kindly google cheap flights to goa when you can!,search_web,cheap flights to goa
quickly pause music real quick!,pause_music,
plz pull up shopping_list.json lol!!,search_file,shopping_list.json
"um, empty the recycle bin??",empty_recycle_bin,
pls remove todo.pdf thanks,delete_file,todo.pdf
quickly rename the OS folder please,rename_folder,OS
"ok, google python vs javascript lol",search_web,python vs javascript
would you open stackoverflow.com for the DBMS lab,open_url,stackoverflow.com
pls make a copy of syllabus.js.,copy_file,syllabus.js
can you move Dockerfile.pptx please,move_file,Dockerfile.pptx
rename the Hackathon folder ty so I can browse!,rename_folder,Hackathon
"ok, delete folder portfolio ty!",delete_folder,Portfolio
bro rename dbms_notes.docx to newname please,rename_file,dbms_notes.docx
quickly make a copy of invoice_2026.json right now,copy_file,invoice_2026.json
BRO SEARCH FOR NEXT.JS TUTORIAL.,search_web,next.js tutorial
kindly rename lab_manual.json to newname now,rename_file,lab_manual.json
"uh, start command git status",run_command,git status
"um, launch YouTube Music right now",open_app,YouTube Music
go to gmail.com.,open_url,gmail.com
plz what is Calculator lol.,general_chat,
please trash shopping_list.md for me so I can browse!!,delete_file,shopping_list.md
bro trash the Python folder...,delete_folder,Python
start playing music real quick,play_music,
"oK, reSume MusIC PLeAse...",resume_music,
hey get rid of Windows Media Player now,close_app,Windows Media Player
plz brightness up,brightness_up,
"um, turn the volume up!",volume_up,
"ok, rename folder IEEE now",rename_folder,IEEE
quickly unmute it when you can,unmute,
yo create folder Semester4 after open it please,multi_intent,Semester4
can you explain compiler project please,general_chat,
could you make a folder called Archive if possible,create_folder,Archive
"uh, put the pc to sleep please",sleep_pc,
quickly search for next.js tutorial right now for the DBMS lab!,search_web,next.js tutorial
"uh, start command npm test please",run_command,npm test
"so, execute command git add . for me",run_command,git add .
please locate app.pdf,search_file,app.pdf
take a screenshot,take_screenshot,
yo clear trash lol...,empty_recycle_bin,
please remove folder ieee real quick.,delete_folder,IEEE
can you delete invoice_2026.py for me!,delete_file,invoice_2026.py
pls trash the Internship folder.,delete_folder,Internship
rename the Portfolio folder real quick it's lagging??,rename_folder,Portfolio
WOULD YOU INCREASE BRIGHTNESS ASAP!!,brightness_up,
plz look up best laptops 2026.,search_web,best laptops 2026
can you clear trash for me.,empty_recycle_bin,
yo make a folder called archive!!,create_folder,Archive
"so, shutdown now.",shutdown_pc,
"so, end Task Manager asap",close_app,Task Manager
"UM, PULL UP QUIZ APP PROJECT LOL!",open_project,Quiz App
would you rename the Semester4 folder thanks I forgot where it is,rename_folder,Semester4
"ok, open clipboard manager asap...",clipboard_history,
quickly rename README.pptx to newname lol,rename_file,README.pptx
quickly do we have a file called todo.css thanks,search_file,todo.css
can you play the last song lol!!,previous_song,
kindly search for summary.js when you can,search_file,summary.js
can you create a folder named Screenshots ty??,create_folder,Screenshots
"um, reboot now",restart_pc,
plz copy dockerfile.css,copy_file,Dockerfile.css
can you unpause it real quick.,resume_music,
hey open clipboard manager for me,clipboard_history,
get rid of Chrome Beta please!!,close_app,Chrome Beta
CAN YOU KILL GOOGLE DOCS FOR ME!,close_app,Google Docs
yo brightness down real quick.,brightness_down,
please look for main asap??,search_file,main
"ok, trash the react folder if possible.",delete_folder,React
quickly I'm proud of how Resume Website turned out please!!,general_chat,
can you close Chrome Beta!,close_app,Chrome Beta
please rename folder archive for me,rename_folder,Archive
could you rename folder Pictures,rename_folder,Pictures
could you what did I copy earlier lol,clipboard_history,
"okaY, maKe fOLder downloAds foR Me!",create_folder,Downloads
quicKLy dupLIcAte tiMetabLE.Txt lOl for tHe dbms laB,copy_file,timetable.txt
yo take me to youtube.com thanks,open_url,youtube.com
bro log out of this account now for today's assignment,logout,
previous song right now,previous_song,
can you move test_cases.xlsx...,move_file,test_cases.xlsx
would you continue playing please.,resume_music,
quickly open the site gmail.com thanks because I need Gmail,open_url,gmail.com
kindly trash the College folder real quick,delete_folder,College
"so, rESTaRt My cOmPutEr rEAL QUICk",restart_pc,
yo make the screen brighter thanks,brightness_up,
plz sleep mode real quick for today's work,sleep_pc,
"okay, take me to linkedin.com right now before the meeting",open_url,linkedin.com
please quit Paint,close_app,Paint
could you stop minecraft launcher for me,close_app,Minecraft Launcher
please open my Resume Website project now.,open_project,Resume Website
bro reboot the pc asap.,restart_pc,
pls reboot now,restart_pc,
"ok, remove folder Projects",delete_folder,Projects
quickly previous song right now,previous_song,
what can you do real quick!,general_chat,
hey create directory portfolio.,create_folder,Portfolio
YO COpy fINAl_rEPORt.DoCx fOr mE...,copy_file,final_report.docx
